# entry       : 10305 
# subentry    : 003 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1973 
# author      : J.B.Czirr 
# institute   : 1USALRL 
# reference   : (J,NSE,52,299,197311) 
# facilitie   : {'x4code': 'LINAC'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      6.87000E-03      0.00000E+00      1.54000E+03      1.30000E+03       # Lab                   
      8.87000E-03      0.00000E+00      1.25000E+03      1.40000E+03       # Lab                   
      1.15000E-02      0.00000E+00      1.05000E+03      1.40000E+03       # Lab                   
      1.48000E-02      0.00000E+00      8.63000E+02      1.40000E+03       # Lab                   
      1.91000E-02      0.00000E+00      7.54000E+02      1.60000E+03       # Lab                   
      2.47000E-02      0.00000E+00      6.45000E+02      1.50000E+03       # Lab                   
      3.19000E-02      0.00000E+00      5.68000E+02      1.60000E+03       # Lab                   
      4.12000E-02      0.00000E+00      5.31000E+02      1.50000E+03       # Lab                   
      5.32000E-02      0.00000E+00      4.41000E+02      1.40000E+03       # Lab                   
      6.87000E-02      0.00000E+00      3.97000E+02      1.40000E+03       # Lab                   
      8.87000E-02      0.00000E+00      3.65000E+02      1.30000E+03       # Lab                   
      1.15000E-01      0.00000E+00      3.24000E+02      1.20000E+03       # Lab                   
      1.48000E-01      0.00000E+00      3.39000E+02      1.10000E+03       # Lab                   
      1.91000E-01      0.00000E+00      3.17000E+02      1.00000E+03       # Lab                   
      2.47000E-01      0.00000E+00      2.72000E+02      1.00000E+03       # Lab                   
